filename|commit_id|MI|LOC|LLOC|SLOC|multi|blank|single_comments|halstead_volume|cyclomatic_complexity
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_versions.py|nova-fffcaea176b785c9715a180f6a629708db16536c|81.1660238919|50|45|70|0|15|20|13.9315685693|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_virt.py|nova-fffcaea176b785c9715a180f6a629708db16536c|69.631729694|102|65|117|0|22|15|31.0195500087|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_virt_disk.py|nova-fffcaea176b785c9715a180f6a629708db16536c|55.6255748157|162|95|179|0|40|17|487.817813453|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_virt_disk_vfs_guestfs.py|nova-fffcaea176b785c9715a180f6a629708db16536c|63.123114958|119|110|134|0|42|15|36.0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_virt_disk_vfs_localfs.py|nova-fffcaea176b785c9715a180f6a629708db16536c|40.6291421077|286|198|301|0|51|15|466.585463541|27
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_virt_drivers.py|nova-fffcaea176b785c9715a180f6a629708db16536c|47.0444722103|425|387|470|7|103|38|79.9544533632|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_vmmode.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|25|23|40|0|9|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_vmwareapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|54.9138565018|281|252|318|11|54|26|36.0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_wsgi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|59.3665483484|149|125|170|0|49|21|53.7744375108|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/test_xenapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|15.0975128406|2458|1737|2637|35|517|144|1367.54686501|52
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|67.9443271955|98|70|113|0|28|15|33.0|9
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/virt/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|0|0|0|0|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/virt/disk/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|15|0|1|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/virt/disk/test_api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|29|22|49|0|11|20|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/virt/disk/test_loop.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|55|49|78|0|22|23|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/virt/disk/test_nbd.py|nova-fffcaea176b785c9715a180f6a629708db16536c|61.7795525443|196|181|237|0|55|41|25.2661942985|10
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/virt/xenapi/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|0|0|0|0|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/virt/xenapi/imageupload/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|0|0|0|0|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/virt/xenapi/imageupload/test_glance.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|45|38|60|0|14|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/virt/xenapi/test_vm_utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|84.7186609659|48|34|66|0|21|18|12.0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/virt/xenapi/test_volumeops.py|nova-fffcaea176b785c9715a180f6a629708db16536c|72.7355790115|108|82|123|0|39|15|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/vmwareapi/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|1|19|4|2|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/vmwareapi/db_fakes.py|nova-fffcaea176b785c9715a180f6a629708db16536c|83.6923969251|64|41|86|3|19|19|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/vmwareapi/stubs.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|21|21|42|3|9|18|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/volume/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|13|0|0|13|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/xenapi/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|1|18|4|2|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/xenapi/stubs.py|nova-fffcaea176b785c9715a180f6a629708db16536c|44.8133400578|235|229|267|5|86|27|286.51993511|19
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/xenapi/test_vm_utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|48.9628476068|156|127|156|0|50|0|4.75488750216|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|15.8367560598|792|773|1075|181|268|102|3611.20512492|159
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/version.py|nova-fffcaea176b785c9715a180f6a629708db16536c|74.5573342046|54|54|71|0|28|17|53.7744375108|9
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|14|0|1|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|2|2|16|0|1|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/baremetal_states.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|4|5|27|7|5|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/base.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|37|40|57|0|21|20|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/db/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|15|0|1|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/db/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|80|63|116|15|70|21|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/db/migration.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|10|10|29|0|10|19|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/db/sqlalchemy/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|14|0|0|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/db/sqlalchemy/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|46.1681331707|280|218|325|13|93|32|499.173430093|32
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/db/sqlalchemy/migrate_repo/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|14|0|0|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/db/sqlalchemy/migrate_repo/versions/001_init.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|92|22|107|0|16|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/db/sqlalchemy/migrate_repo/versions/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|14|0|0|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/db/sqlalchemy/migration.py|nova-fffcaea176b785c9715a180f6a629708db16536c|67.7593139807|70|66|92|0|22|22|150.414070981|13
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/db/sqlalchemy/models.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|43|45|62|3|15|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/db/sqlalchemy/session.py|nova-fffcaea176b785c9715a180f6a629708db16536c|85.5637238632|31|27|51|0|15|20|27.0|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|44.7860946325|348|275|399|10|76|41|235.947018779|32
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/fake.py|nova-fffcaea176b785c9715a180f6a629708db16536c|85.9725838112|39|41|57|0|27|18|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/ipmi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|51.8315284386|187|161|222|8|39|27|316.095568272|16
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/pxe.py|nova-fffcaea176b785c9715a180f6a629708db16536c|53.5375589827|269|190|348|47|78|32|241.404665618|26
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|73.0554021973|50|45|65|0|18|15|97.7023328092|11
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/vif_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|77.3934120657|45|43|63|0|11|18|62.9074752084|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/virtual_power_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|56.6630875613|146|125|176|13|43|17|254.373142063|21
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/virtual_power_driver_settings.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|31|22|50|0|11|19|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/baremetal/volume_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|54.7807130491|192|139|226|3|41|31|223.848365015|21
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/configdrive.py|nova-fffcaea176b785c9715a180f6a629708db16536c|65.505036407|119|79|151|4|33|28|135.706858682|15
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/disk/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|1|18|4|3|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/disk/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|44.6982683483|346|297|469|67|126|56|660.181975154|54
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/disk/mount/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|1|17|3|2|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/disk/mount/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|52.9666048827|147|144|194|4|35|43|466.145887675|30
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/disk/mount/loop.py|nova-fffcaea176b785c9715a180f6a629708db16536c|88.5414308407|29|29|52|0|10|23|11.6096404744|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/disk/mount/nbd.py|nova-fffcaea176b785c9715a180f6a629708db16536c|67.2473639514|82|79|107|0|21|25|68.1142875137|13
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/disk/vfs/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|1|17|3|2|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/disk/vfs/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|86.6615821131|48|52|114|52|18|14|4.75488750216|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/disk/vfs/guestfs.py|nova-fffcaea176b785c9715a180f6a629708db16536c|53.8072031789|134|129|158|6|38|18|472.464091147|19
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/disk/vfs/localfs.py|nova-fffcaea176b785c9715a180f6a629708db16536c|60.8739669683|104|96|133|15|25|14|382.160213305|14
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|57.3504058856|246|280|700|376|187|78|215.0|16
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/fake.py|nova-fffcaea176b785c9715a180f6a629708db16536c|50.4377098754|304|247|357|25|101|28|131.183296726|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/firewall.py|nova-fffcaea176b785c9715a180f6a629708db16536c|36.5584179005|344|333|433|33|113|56|1309.27787594|67
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|15|0|1|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/basevolumeutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|66.1027938045|86|72|109|4|18|19|149.27754455|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/constants.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|44|23|62|3|10|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|115|88|133|3|42|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/hostops.py|nova-fffcaea176b785c9715a180f6a629708db16536c|66.0583524861|98|85|131|17|32|16|203.122048726|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/hostutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|85.0748038656|39|30|62|8|12|15|27.0|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/livemigrationops.py|nova-fffcaea176b785c9715a180f6a629708db16536c|83.2097442737|53|43|71|3|14|15|6.33985000288|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/livemigrationutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|66.2282517834|78|59|96|0|19|18|218.609144781|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/networkutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|83.7747738133|32|26|53|3|9|18|66.4171401253|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/pathutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|80.9458499749|38|38|55|0|12|17|30.0|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/snapshotops.py|nova-fffcaea176b785c9715a180f6a629708db16536c|75.0939430975|78|65|97|3|19|16|11.6096404744|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/vhdutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|82.0648673122|41|33|56|0|16|15|25.2661942985|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/vif.py|nova-fffcaea176b785c9715a180f6a629708db16536c|88.3356526139|41|35|63|0|19|22|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/vmops.py|nova-fffcaea176b785c9715a180f6a629708db16536c|50.4043369888|246|178|286|12|50|28|183.317149008|23
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/vmutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|37.4472485251|358|284|412|3|86|51|952.629063208|47
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/volumeops.py|nova-fffcaea176b785c9715a180f6a629708db16536c|62.0372005521|136|101|172|6|25|30|180.685725082|11
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/volumeutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|77.0196382888|42|37|70|4|13|24|208.076245036|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/hyperv/volumeutilsv2.py|nova-fffcaea176b785c9715a180f6a629708db16536c|82.5148701933|38|39|64|4|11|22|27.0|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/images.py|nova-fffcaea176b785c9715a180f6a629708db16536c|53.4739337258|159|138|206|3|32|44|696.371788073|30
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/libvirt/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|2|2|16|0|3|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/libvirt/blockinfo.py|nova-fffcaea176b785c9715a180f6a629708db16536c|51.5108236607|209|172|316|86|100|21|869.355169498|48
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/libvirt/config.py|nova-fffcaea176b785c9715a180f6a629708db16536c|14.8374521255|592|562|615|9|218|14|1687.5394722|104
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/libvirt/designer.py|nova-fffcaea176b785c9715a180f6a629708db16536c|78.2461941963|69|68|105|22|28|14|12.0|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/libvirt/driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|0.0|2316|1862|2851|239|497|296|9869.91935123|358
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/libvirt/firewall.py|nova-fffcaea176b785c9715a180f6a629708db16536c|59.6593849793|170|144|231|26|41|35|135.706858682|22
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/libvirt/imagebackend.py|nova-fffcaea176b785c9715a180f6a629708db16536c|55.4747973051|201|170|259|38|55|20|274.006025076|23
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/libvirt/imagecache.py|nova-fffcaea176b785c9715a180f6a629708db16536c|38.1494815756|376|310|469|37|114|56|1179.8909605|63
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/libvirt/utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|50.2636775953|230|226|410|119|124|61|1217.75360228|40
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/libvirt/vif.py|nova-fffcaea176b785c9715a180f6a629708db16536c|37.492888777|372|302|429|25|116|32|947.11269389|50
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/libvirt/volume.py|nova-fffcaea176b785c9715a180f6a629708db16536c|49.4211729362|225|179|276|3|48|48|346.267675045|23
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/libvirt/volume_nfs.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|13|9|33|4|7|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/netutils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|75.1002773056|61|53|87|7|29|19|59.2070354903|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/powervm/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|2|3|24|8|7|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/powervm/blockdev.py|nova-fffcaea176b785c9715a180f6a629708db16536c|50.834730796|233|218|341|63|79|45|1042.17962742|29
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/powervm/command.py|nova-fffcaea176b785c9715a180f6a629708db16536c|68.4908103539|50|51|65|0|31|15|385.36241255|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/powervm/common.py|nova-fffcaea176b785c9715a180f6a629708db16536c|70.2438405292|82|75|129|28|27|19|151.303762524|10
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/powervm/constants.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|19|15|33|0|6|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/powervm/driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|71.9576586814|110|95|167|27|43|30|28.529325013|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/powervm/exception.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|28|25|42|0|26|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/powervm/lpar.py|nova-fffcaea176b785c9715a180f6a629708db16536c|74.4018338128|99|44|137|16|21|22|107.026358847|11
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/powervm/operator.py|nova-fffcaea176b785c9715a180f6a629708db16536c|46.8916641362|358|324|521|94|116|69|1066.72329102|28
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/storage_users.py|nova-fffcaea176b785c9715a180f6a629708db16536c|84.669125647|27|29|46|0|17|19|28.529325013|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/virtapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|23|31|86|49|13|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|3|4|22|3|2|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|48.7378926423|342|293|495|56|85|97|396.532337551|27
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/error_util.py|nova-fffcaea176b785c9715a180f6a629708db16536c|83.0130179955|37|42|77|13|18|27|24.0|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/fake.py|nova-fffcaea176b785c9715a180f6a629708db16536c|24.5440117473|528|579|631|23|155|80|1461.92781415|70
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/host.py|nova-fffcaea176b785c9715a180f6a629708db16536c|59.7181314478|139|110|179|24|26|16|372.234600104|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/io_util.py|nova-fffcaea176b785c9715a180f6a629708db16536c|65.0659951106|111|113|149|17|32|21|106.198187836|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/network_util.py|nova-fffcaea176b785c9715a180f6a629708db16536c|65.0769532732|113|88|164|15|15|36|203.122048726|21
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/read_write_util.py|nova-fffcaea176b785c9715a180f6a629708db16536c|60.8431269661|93|111|135|6|36|36|185.440612584|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/vif.py|nova-fffcaea176b785c9715a180f6a629708db16536c|83.5600238185|41|29|69|0|14|28|46.5069933284|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/vim.py|nova-fffcaea176b785c9715a180f6a629708db16536c|68.2256406901|96|85|155|20|24|39|215.903186207|7
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/vim_util.py|nova-fffcaea176b785c9715a180f6a629708db16536c|62.1358426191|138|120|185|11|36|36|106.198187836|11
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/vm_util.py|nova-fffcaea176b785c9715a180f6a629708db16536c|35.1800152078|384|347|460|23|98|53|1072.42204502|56
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/vmops.py|nova-fffcaea176b785c9715a180f6a629708db16536c|20.8175210838|984|700|1201|81|148|136|3307.49727059|102
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/vmware_images.py|nova-fffcaea176b785c9715a180f6a629708db16536c|74.052859055|85|61|136|12|17|39|92.0|7
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/volume_util.py|nova-fffcaea176b785c9715a180f6a629708db16536c|54.0432175265|123|116|155|13|24|19|461.735617169|40
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/vmwareapi/volumeops.py|nova-fffcaea176b785c9715a180f6a629708db16536c|60.7773158645|133|98|172|12|19|27|336.428414792|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|2|3|20|4|3|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/agent.py|nova-fffcaea176b785c9715a180f6a629708db16536c|52.4414997706|226|185|289|20|58|43|427.532978861|24
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|43.8060823617|447|399|652|113|130|92|547.786060556|39
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/fake.py|nova-fffcaea176b785c9715a180f6a629708db16536c|21.1099630275|659|580|742|19|177|64|2571.94686586|99
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/firewall.py|nova-fffcaea176b785c9715a180f6a629708db16536c|65.8105354971|70|69|98|8|15|20|417.822386112|14
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/host.py|nova-fffcaea176b785c9715a180f6a629708db16536c|56.8461255756|158|150|211|27|33|26|259.460604904|25
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/imageupload/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|0|0|0|0|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/imageupload/glance.py|nova-fffcaea176b785c9715a180f6a629708db16536c|96.7511015435|25|17|44|3|10|16|4.75488750216|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/network_utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|86.7850957839|19|19|43|10|6|14|96.0|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/pool.py|nova-fffcaea176b785c9715a180f6a629708db16536c|54.882492115|177|132|231|6|28|48|462.796207562|25
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/pool_states.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|9|11|46|20|7|17|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/vif.py|nova-fffcaea176b785c9715a180f6a629708db16536c|65.236782523|101|87|138|0|22|37|164.515390135|13
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/vm_utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|0.0|1519|1264|1879|161|412|199|6238.21527791|251
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/vmops.py|nova-fffcaea176b785c9715a180f6a629708db16536c|12.3329320167|1100|931|1425|142|288|183|2955.99114351|163
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/volume_utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|37.2386550792|295|274|346|19|63|32|1219.80977141|57
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/virt/xenapi/volumeops.py|nova-fffcaea176b785c9715a180f6a629708db16536c|64.2133766652|97|85|129|6|33|26|192.294196882|13
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/vnc/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|26|5|43|0|6|17|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/vnc/xvp_proxy.py|nova-fffcaea176b785c9715a180f6a629708db16536c|59.3455080688|118|108|149|5|34|26|193.213656105|19
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/volume/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|14|9|32|0|6|18|0|1
