filename|commit_id|MI|LOC|LLOC|SLOC|multi|blank|single_comments|halstead_volume|cyclomatic_complexity
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/baremetal_host_manager.py|nova-fffcaea176b785c9715a180f6a629708db16536c|87.4611928216|27|32|57|11|14|19|15.5097750043|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/chance.py|nova-fffcaea176b785c9715a180f6a629708db16536c|79.7378253252|52|41|80|3|15|25|30.0|7
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|65.6693278758|143|120|233|44|53|46|129.32351694|14
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filter_scheduler.py|nova-fffcaea176b785c9715a180f6a629708db16536c|60.5100766494|191|153|274|38|55|45|206.089405016|17
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|17|22|44|10|13|17|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/affinity_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|79.0463072782|42|40|64|3|18|19|50.1894750101|9
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/aggregate_instance_extra_specs.py|nova-fffcaea176b785c9715a180f6a629708db16536c|88.3833247456|28|28|50|4|9|18|11.6096404744|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/all_hosts_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|4|5|19|0|5|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/availability_zone_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|90.4086349529|20|20|39|5|9|14|25.2661942985|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/compute_capabilities_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|78.3009645879|33|34|52|2|8|17|96.6309833011|11
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/compute_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|89.1913256043|22|22|38|0|8|16|18.094737505|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/core_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|86.5591082242|22|22|43|0|12|21|57.3594000115|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/disk_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|82.530327687|26|24|42|0|11|16|110.44611535|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/extra_specs_ops.py|nova-fffcaea176b785c9715a180f6a629708db16536c|79.0650104485|36|26|55|0|10|19|225.0|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/image_props_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|82.6007790032|41|36|70|10|15|19|38.0391000173|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/io_ops_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|94.3590073701|18|17|36|3|7|15|11.6096404744|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/isolated_hosts_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|93.0962436169|20|14|35|0|5|15|27.0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/json_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|64.9436379461|84|91|127|15|21|28|142.701811796|20
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/num_instances_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|94.4020583852|19|16|34|0|7|15|11.6096404744|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/ram_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|85.9926566657|25|23|43|0|9|18|50.1894750101|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/retry_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|92.2683958902|16|17|36|3|9|17|24.0|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/trusted_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|61.1042904238|179|146|250|44|52|27|158.642712428|17
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/filters/type_filter.py|nova-fffcaea176b785c9715a180f6a629708db16536c|90.8824887449|17|17|44|12|11|15|39.8631371386|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/host_manager.py|nova-fffcaea176b785c9715a180f6a629708db16536c|42.9188862567|272|246|332|16|60|44|756.54868855|48
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/manager.py|nova-fffcaea176b785c9715a180f6a629708db16536c|61.0582409938|169|125|237|23|39|45|133.782948559|31
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/multi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|30|22|60|11|17|19|0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|53|29|101|24|18|24|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/scheduler_options.py|nova-fffcaea176b785c9715a180f6a629708db16536c|73.1254300907|54|55|86|12|18|20|108.418050038|11
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/weights/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|85.001367616|27|27|46|3|15|16|39.8631371386|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/weights/least_cost.py|nova-fffcaea176b785c9715a180f6a629708db16536c|74.8875405825|63|50|105|19|20|23|131.612312108|10
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/scheduler/weights/ram.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|15|13|37|6|8|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/service.py|nova-fffcaea176b785c9715a180f6a629708db16536c|38.1942735359|449|375|564|53|125|62|769.263792559|63
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/servicegroup/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|2|3|21|4|3|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/servicegroup/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|74.6763731265|72|75|121|23|26|26|38.053747805|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/servicegroup/drivers/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|0|0|0|0|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/servicegroup/drivers/db.py|nova-fffcaea176b785c9715a180f6a629708db16536c|73.3737545837|59|59|88|6|15|23|86.4385618977|10
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/spice/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|25|5|41|0|6|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/test.py|nova-fffcaea176b785c9715a180f6a629708db16536c|49.8178166213|186|167|220|4|51|30|296.577458253|26
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/testing/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|0|0|0|0|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|2|4|26|6|4|18|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|17|0|2|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/ec2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|17|0|2|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/ec2/test_cinder_cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|31.1980327699|803|477|861|9|138|49|676.472183146|42
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/ec2/test_cloud.py|nova-fffcaea176b785c9715a180f6a629708db16536c|22.8688300103|1800|1278|1913|12|315|101|718.01964883|25
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/ec2/test_ec2_validate.py|nova-fffcaea176b785c9715a180f6a629708db16536c|60.3926175717|182|145|208|0|44|26|25.2661942985|14
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/ec2/test_faults.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|12|11|28|0|6|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/ec2/test_middleware.py|nova-fffcaea176b785c9715a180f6a629708db16536c|63.7392924881|90|92|112|0|26|22|155.114510699|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|17|0|2|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/common.py|nova-fffcaea176b785c9715a180f6a629708db16536c|87.5399900903|23|27|42|0|16|19|15.5097750043|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|17|0|2|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|17|0|2|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_admin_actions.py|nova-fffcaea176b785c9715a180f6a629708db16536c|48.8360308643|302|209|323|3|72|18|135.706858682|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_admin_actions_with_cells.py|nova-fffcaea176b785c9715a180f6a629708db16536c|86.1168529503|50|44|73|7|16|16|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_agents.py|nova-fffcaea176b785c9715a180f6a629708db16536c|66.9982406106|146|78|160|0|25|14|13.9315685693|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_aggregates.py|nova-fffcaea176b785c9715a180f6a629708db16536c|56.7995593417|276|221|292|0|76|16|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_availability_zone.py|nova-fffcaea176b785c9715a180f6a629708db16536c|61.6079751813|180|117|215|18|32|17|120.404653703|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_baremetal_nodes.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|164|132|178|0|19|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_cells.py|nova-fffcaea176b785c9715a180f6a629708db16536c|41.8599259589|301|255|315|0|81|14|262.572404451|11
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_certificates.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|46|44|60|0|17|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_cloudpipe.py|nova-fffcaea176b785c9715a180f6a629708db16536c|64.8116546989|137|108|152|0|32|15|13.9315685693|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_cloudpipe_update.py|nova-fffcaea176b785c9715a180f6a629708db16536c|85.1443892508|44|38|58|0|14|14|4.75488750216|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_config_drive.py|nova-fffcaea176b785c9715a180f6a629708db16536c|85.6572038115|35|30|49|0|7|14|13.9315685693|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_console_output.py|nova-fffcaea176b785c9715a180f6a629708db16536c|65.810981558|97|102|111|0|24|14|22.4588393765|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_consoles.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|163|163|177|0|49|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_coverage_ext.py|nova-fffcaea176b785c9715a180f6a629708db16536c|58.4858530069|151|128|165|0|25|14|51.8914742796|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_createserverext.py|nova-fffcaea176b785c9715a180f6a629708db16536c|41.7033197763|314|288|329|0|58|15|173.917833127|11
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_deferred_delete.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|68|54|83|0|25|15|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_disk_config.py|nova-fffcaea176b785c9715a180f6a629708db16536c|56.7624552592|190|153|214|3|48|21|101.950260323|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_evacuate.py|nova-fffcaea176b785c9715a180f6a629708db16536c|63.6456468816|117|92|130|0|26|13|38.0391000173|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_extended_availability_zone.py|nova-fffcaea176b785c9715a180f6a629708db16536c|70.2328839218|77|67|91|0|27|14|36.0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_extended_server_attributes.py|nova-fffcaea176b785c9715a180f6a629708db16536c|66.574269084|79|68|93|0|28|14|108.0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_extended_status.py|nova-fffcaea176b785c9715a180f6a629708db16536c|66.8008506975|78|62|92|0|26|14|137.607525048|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_fixed_ips.py|nova-fffcaea176b785c9715a180f6a629708db16536c|61.8492745945|117|94|132|0|31|15|57.1103238309|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_flavor_access.py|nova-fffcaea176b785c9715a180f6a629708db16536c|50.2133528398|212|173|228|0|44|16|116.692058562|13
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_flavor_disabled.py|nova-fffcaea176b785c9715a180f6a629708db16536c|72.4689743826|71|53|84|0|22|13|38.0391000173|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_flavor_manage.py|nova-fffcaea176b785c9715a180f6a629708db16536c|58.6946589861|178|98|193|0|27|15|66.4171401253|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_flavor_rxtx.py|nova-fffcaea176b785c9715a180f6a629708db16536c|76.0849670278|69|51|82|0|22|13|13.9315685693|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_flavor_swap.py|nova-fffcaea176b785c9715a180f6a629708db16536c|76.0849670278|69|51|82|0|22|13|13.9315685693|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_flavorextradata.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|82|41|96|0|14|14|0|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_flavors_extra_specs.py|nova-fffcaea176b785c9715a180f6a629708db16536c|58.6682862885|148|109|163|0|52|15|98.09910819|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_floating_ip_bulk.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|87|81|103|0|22|16|0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_floating_ip_dns.py|nova-fffcaea176b785c9715a180f6a629708db16536c|48.1891258806|295|217|319|6|78|18|185.440612584|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_floating_ip_pools.py|nova-fffcaea176b785c9715a180f6a629708db16536c|85.1678664779|45|39|59|0|14|14|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_floating_ips.py|nova-fffcaea176b785c9715a180f6a629708db16536c|39.5464926164|417|321|436|0|118|19|235.0|6
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_fping.py|nova-fffcaea176b785c9715a180f6a629708db16536c|68.0865741646|66|63|81|0|13|15|116.692058562|7
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_hide_server_addresses.py|nova-fffcaea176b785c9715a180f6a629708db16536c|61.972605524|103|94|117|0|34|14|89.2064777823|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_hosts.py|nova-fffcaea176b785c9715a180f6a629708db16536c|46.5458228192|274|263|315|6|77|35|249.285679221|17
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_hypervisors.py|nova-fffcaea176b785c9715a180f6a629708db16536c|41.179947406|427|166|447|0|64|20|712.539492331|21
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_instance_usage_audit_log.py|nova-fffcaea176b785c9715a180f6a629708db16536c|57.0132415283|147|101|162|0|28|15|220.810076802|11
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_keypairs.py|nova-fffcaea176b785c9715a180f6a629708db16536c|45.1374767|292|233|307|0|64|15|148.603398073|7
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_multinic_xs.py|nova-fffcaea176b785c9715a180f6a629708db16536c|69.8321693161|75|71|89|0|26|14|38.0391000173|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_networks.py|nova-fffcaea176b785c9715a180f6a629708db16536c|42.2106111678|259|202|274|0|40|15|393.330340552|22
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_quota_classes.py|nova-fffcaea176b785c9715a180f6a629708db16536c|68.5223778937|140|68|154|0|25|14|15.5097750043|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_quotas.py|nova-fffcaea176b785c9715a180f6a629708db16536c|66.5921631805|159|80|174|0|32|15|15.5097750043|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_rescue.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|77|76|90|0|25|13|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_scheduler_hints.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|66|49|82|0|18|16|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_security_groups.py|nova-fffcaea176b785c9715a180f6a629708db16536c|21.0569695469|1088|848|1109|0|299|21|718.631005292|23
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_server_diagnostics.py|nova-fffcaea176b785c9715a180f6a629708db16536c|76.1381255159|51|51|65|0|19|14|28.529325013|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_server_password.py|nova-fffcaea176b785c9715a180f6a629708db16536c|82.1004410147|53|50|68|0|19|15|4.75488750216|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_server_start_stop.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|38|37|51|0|13|13|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_services.py|nova-fffcaea176b785c9715a180f6a629708db16536c|60.3718233609|145|97|159|0|41|14|55.5065957721|7
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_simple_tenant_usage.py|nova-fffcaea176b785c9715a180f6a629708db16536c|44.3170104885|322|157|340|0|46|18|573.818872656|14
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_snapshots.py|nova-fffcaea176b785c9715a180f6a629708db16536c|50.2420874032|231|181|248|0|57|17|135.706858682|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_used_limits.py|nova-fffcaea176b785c9715a180f6a629708db16536c|64.7421259664|103|78|119|0|19|16|70.324030721|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_virtual_interfaces.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|70|54|84|0|18|14|0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/contrib/test_volumes.py|nova-fffcaea176b785c9715a180f6a629708db16536c|40.7544827521|534|315|551|3|96|14|98.09910819|9
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/extensions/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|0|0|14|0|1|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/extensions/foxinsocks.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|49|45|69|0|25|20|0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/test_api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|59.6376462358|136|132|156|0|45|20|79.9544533632|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/test_auth.py|nova-fffcaea176b785c9715a180f6a629708db16536c|84.7784325633|38|36|54|0|9|16|12.0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/test_consoles.py|nova-fffcaea176b785c9715a180f6a629708db16536c|48.3816059048|223|159|240|0|55|17|309.297091018|11
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/test_extensions.py|nova-fffcaea176b785c9715a180f6a629708db16536c|38.8239058424|560|425|588|0|115|28|89.2064777823|22
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/test_flavors.py|nova-fffcaea176b785c9715a180f6a629708db16536c|41.636356954|636|271|669|13|95|20|141.013191544|24
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/test_image_metadata.py|nova-fffcaea176b785c9715a180f6a629708db16536c|56.7949737808|145|147|160|0|39|15|68.532388597|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/test_images.py|nova-fffcaea176b785c9715a180f6a629708db16536c|23.273838681|1191|440|1215|7|109|17|986.220782802|47
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/test_limits.py|nova-fffcaea176b785c9715a180f6a629708db16536c|41.1442760094|627|485|783|82|167|74|697.201525163|21
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/test_server_actions.py|nova-fffcaea176b785c9715a180f6a629708db16536c|31.8704379207|923|593|950|3|218|24|261.593433864|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/test_server_metadata.py|nova-fffcaea176b785c9715a180f6a629708db16536c|35.7987906675|442|366|463|0|101|21|678.941237264|7
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/test_servers.py|nova-fffcaea176b785c9715a180f6a629708db16536c|0.0|4665|2618|4796|67|667|64|4078.53263032|87
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/test_urlmap.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|85|83|107|0|14|22|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/compute/test_versions.py|nova-fffcaea176b785c9715a180f6a629708db16536c|45.3976575861|568|288|587|4|71|15|38.0391000173|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/fakes.py|nova-fffcaea176b785c9715a180f6a629708db16536c|32.5701169608|448|343|471|4|136|19|878.482700135|33
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/test_common.py|nova-fffcaea176b785c9715a180f6a629708db16536c|51.3664291366|395|356|442|13|72|34|27.0|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/test_faults.py|nova-fffcaea176b785c9715a180f6a629708db16536c|61.4568085366|143|107|167|0|41|24|84.0|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/test_wsgi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|34.0525802413|704|648|708|0|184|4|15.5097750043|10
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/openstack/test_xmlutil.py|nova-fffcaea176b785c9715a180f6a629708db16536c|54.4832297203|424|370|563|0|159|139|64.529325013|14
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/test_auth.py|nova-fffcaea176b785c9715a180f6a629708db16536c|68.8300824912|81|81|97|0|27|16|39.8631371386|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/test_sizelimit.py|nova-fffcaea176b785c9715a180f6a629708db16536c|84.4839061061|27|27|40|0|11|13|39.8631371386|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/test_validator.py|nova-fffcaea176b785c9715a180f6a629708db16536c|78.5856769299|77|67|96|3|18|16|4.75488750216|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/api/test_wsgi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|27|31|50|3|17|20|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/baremetal/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|15|0|0|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/baremetal/db/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|1|1|15|0|0|14|0|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/baremetal/db/base.py|nova-fffcaea176b785c9715a180f6a629708db16536c|96.2977725588|25|21|40|0|10|15|2.0|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/baremetal/db/test_bm_interface.py|nova-fffcaea176b785c9715a180f6a629708db16536c|91.065479019|30|20|48|3|7|15|15.5097750043|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/baremetal/db/test_bm_node.py|nova-fffcaea176b785c9715a180f6a629708db16536c|73.6392319839|95|69|115|3|30|17|14.2646625065|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/baremetal/db/test_bm_pxe_ip.py|nova-fffcaea176b785c9715a180f6a629708db16536c|75.9427133161|59|49|78|3|16|16|51.8914742796|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/baremetal/db/utils.py|nova-fffcaea176b785c9715a180f6a629708db16536c|70.9729937651|56|53|71|0|10|15|100.078200035|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/tests/baremetal/test_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|100.0|135|93|155|0|30|20|0|2
